FROM: http://127.0.0.1:8888/?corpus=762da13ca8334f4c7365a770c7768967&panels=collocatesgraph,reader,trends,summary,bubblelines&lang=en

Term	inDocumentsCount	RawFrequency	RelativeFrequency	RelativePeakedness	RelativeSkewness	Distributions
scalabilityof	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
scalability.in	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,1.0697475E-4,0.0,0.0,0.0
sbref0019	1	1	1.7763252E-5	6.0	2.4494898	1.7307026E-4,0.0,0.0,0.0,0.0,0.0
sbl	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,0.0,9.643201E-5,0.0,0.0
savings	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,1.0697475E-4,0.0,0.0,0.0
saurabh	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,0.0,9.643201E-5,0.0,0.0
sauda	1	1	1.7763252E-5	6.0	2.4494898	1.7307026E-4,0.0,0.0,0.0,0.0,0.0
saturates	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,0.0,9.643201E-5,0.0,0.0
saturated	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
satisfactory	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,0.0,9.643201E-5,0.0,0.0
sankaranr	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
sandianational	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
samereynolds	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,0.0,9.643201E-5,0.0,0.0
sameness	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,0.0,9.643201E-5,0.0,0.0
samehardware	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
samefor	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
sameequivalence	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,0.0,9.643201E-5,0.0,0.0
sameefficiency	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
samedata	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,1.0697475E-4,0.0,0.0,0.0
samecoordinates	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
samecolumn	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
sameas	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,0.0,0.0,0.0,1.472971E-4
same.they	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,0.0,0.0,0.0,1.472971E-4
said	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
sagebenchmark	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,1.0697475E-4,0.0,0.0,0.0
sa	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
s.the	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,0.0,9.643201E-5,0.0,0.0
s.how	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,1.0697475E-4,0.0,0.0,0.0
rðul	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,0.0,9.643201E-5,0.0,0.0
rv’s	1	1	1.7763252E-5	6.0	2.4494898	1.7307026E-4,0.0,0.0,0.0,0.0,0.0
rvc	1	1	1.7763252E-5	6.0	2.4494898	1.7307026E-4,0.0,0.0,0.0,0.0,0.0
runoff	1	1	1.7763252E-5	6.0	2.4494898	1.7307026E-4,0.0,0.0,0.0,0.0,0.0
rum43	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
rules	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
rule	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,1.0697475E-4,0.0,0.0,0.0
rtk	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,0.0,9.643201E-5,0.0,0.0
rowsix	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
rott	1	1	1.7763252E-5	6.0	2.4494898	1.7307026E-4,0.0,0.0,0.0,0.0,0.0
role	1	1	1.7763252E-5	6.0	2.4494898	1.7307026E-4,0.0,0.0,0.0,0.0,0.0
robust	1	1	1.7763252E-5	6.0	2.4494898	1.7307026E-4,0.0,0.0,0.0,0.0,0.0
robots	1	1	1.7763252E-5	6.0	2.4494898	1.7307026E-4,0.0,0.0,0.0,0.0,0.0
robinson	1	1	1.7763252E-5	6.0	2.4494898	1.7307026E-4,0.0,0.0,0.0,0.0,0.0
robert.numrich	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,0.0,9.643201E-5,0.0,0.0
robboy	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,0.0,0.0,3.0807147E-4,0.0
road	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
rm	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
rl	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
rj	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
rived	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
rithms	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
rithm	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,1.0697475E-4,0.0,0.0,0.0
riesen	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,0.0,0.0,3.0807147E-4,0.0
ries	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
ried	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
richard	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,0.0,9.643201E-5,0.0,0.0
riabouchinsky	1	1	1.7763252E-5	6.0	2.4494898	1.7307026E-4,0.0,0.0,0.0,0.0,0.0
ria	1	1	1.7763252E-5	6.0	2.4494898	1.7307026E-4,0.0,0.0,0.0,0.0,0.0
rhs	1	1	1.7763252E-5	6.0	2.4494898	1.7307026E-4,0.0,0.0,0.0,0.0,0.0
rf	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
reynoldsapplied	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
rewards	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,0.0,9.643201E-5,0.0,0.0
revived	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
reverting	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
revealshow	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,1.0697475E-4,0.0,0.0,0.0
revealed	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
retrospect	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,1.0697475E-4,0.0,0.0,0.0
resultsshould	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
resultsillustrate	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
resultsif	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
resultsfor	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
restricts	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
restriction	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
restricting	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
restrict	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,0.0,9.643201E-5,0.0,0.0
responds	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
responding	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
respectto	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
respectively	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,0.0,0.0,0.0,1.472971E-4
respective	1	1	1.7763252E-5	6.0	2.4494898	1.7307026E-4,0.0,0.0,0.0,0.0,0.0
resource	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,0.0,9.643201E-5,0.0,0.0
resolves	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
resolved	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
reside	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
reservationtimes	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
reserva	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
resent	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
resem	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,0.0,9.643201E-5,0.0,0.0
researchas	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
requiring	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,0.0,9.643201E-5,0.0,0.0
requiressmall	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,0.0,0.0,3.0807147E-4,0.0
requireshigher	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,0.0,0.0,3.0807147E-4,0.0
requirements	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
requireddoes	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
requiredadditional	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
requireboth	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
requests	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
reproducible	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,0.0,9.643201E-5,0.0,0.0
reproducemeasured	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,0.0,9.643201E-5,0.0,0.0
representations	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,0.0,9.643201E-5,0.0,0.0
representationof	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,1.0697475E-4,0.0,0.0,0.0
representation	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
repository	1	1	1.7763252E-5	6.0	2.4494898	1.7307026E-4,0.0,0.0,0.0,0.0,0.0
reports	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
reportrum	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
reporthn	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
replaceone	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,0.0,9.643201E-5,0.0,0.0
replacement	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
rep	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
remainsapproximately	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,1.0697475E-4,0.0,0.0,0.0
remain	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,1.0697475E-4,0.0,0.0,0.0
relationshipsamong	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,0.0,9.643201E-5,0.0,0.0
relationshipmight	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
relationshipfor	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
relationshipbetween	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
relationshipamong	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
relationship.to	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
relations	1	1	1.7763252E-5	6.0	2.4494898	1.7307026E-4,0.0,0.0,0.0,0.0,0.0
relatedvector	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,1.0697475E-4,0.0,0.0,0.0
rel	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
registers	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
registerlengths	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
registerlength	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
regions	1	1	1.7763252E-5	6.0	2.4494898	1.7307026E-4,0.0,0.0,0.0,0.0,0.0
regime	1	1	1.7763252E-5	6.0	2.4494898	1.7307026E-4,0.0,0.0,0.0,0.0,0.0
reflexive	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,0.0,9.643201E-5,0.0,0.0
reflect	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,0.0,9.643201E-5,0.0,0.0
refers	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
referees	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,1.0697475E-4,0.0,0.0,0.0
referee	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
reexamines	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
redvalues	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,0.0,0.0,0.0,1.472971E-4
reduced	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,0.0,0.0,0.0,1.472971E-4
reduce	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,0.0,0.0,0.0,1.472971E-4
redesigning	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,1.0697475E-4,0.0,0.0,0.0
redesign	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,1.0697475E-4,0.0,0.0,0.0
recognition	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,1.0697475E-4,0.0,0.0,0.0
recipro	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
recipes	1	1	1.7763252E-5	6.0	2.4494898	1.7307026E-4,0.0,0.0,0.0,0.0,0.0
recapitulation	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
recallingthat	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,1.0697475E-4,0.0,0.0,0.0
rec	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,0.0,0.0,3.0807147E-4,0.0
reasonably	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,0.0,0.0,3.0807147E-4,0.0
rearrangement	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
rearranged	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,1.0697475E-4,0.0,0.0,0.0
reappears	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,0.0,9.643201E-5,0.0,0.0
reallycontrols	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,0.0,0.0,0.0,1.472971E-4
realistic	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
ready	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
reads	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,0.0,9.643201E-5,0.0,0.0
readeris	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,0.0,0.0,0.0,1.472971E-4
reachthe	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
rea	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,1.0697475E-4,0.0,0.0,0.0
rb	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
ravi	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,0.0,9.643201E-5,0.0,0.0
ratiow	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,0.0,0.0,0.0,1.472971E-4
ratiosmay	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,1.0697475E-4,0.0,0.0,0.0
rational	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,0.0,0.0,0.0,1.472971E-4
ration	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,1.0697475E-4,0.0,0.0,0.0
rated	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,0.0,9.643201E-5,0.0,0.0
rate.the	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,1.0697475E-4,0.0,0.0,0.0
rat	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,0.0,0.0,3.0807147E-4,0.0
rarelyquote	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
ranges	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,0.0,9.643201E-5,0.0,0.0
rangeof	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
range0.05	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
randomly	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,0.0,9.643201E-5,0.0,0.0
random	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
rana	1	1	1.7763252E-5	6.0	2.4494898	1.7307026E-4,0.0,0.0,0.0,0.0,0.0
rajput	1	1	1.7763252E-5	6.0	2.4494898	1.7307026E-4,0.0,0.0,0.0,0.0,0.0
raghogarh	1	1	1.7763252E-5	6.0	2.4494898	1.7307026E-4,0.0,0.0,0.0,0.0,0.0
r0þ	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,0.0,9.643201E-5,0.0,0.0
r0l	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,0.0,9.643201E-5,0.0,0.0
r0etm	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,1.0697475E-4,0.0,0.0,0.0
r.a	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,0.0,0.0,3.0807147E-4,0.0
quoted	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,1.0697475E-4,0.0,0.0,0.0
quotebridgman	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
quitedifferent.the	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,1.0697475E-4,0.0,0.0,0.0
quired	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
quinlanl	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
quick	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
queuing	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,0.0,9.643201E-5,0.0,0.0
queueing	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
questionthe	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
questions.the	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,1.0697475E-4,0.0,0.0,0.0
quency	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
quencies	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
quantityw	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,0.0,0.0,0.0,1.472971E-4
quantityrelative	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
quantityr0	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,1.0697475E-4,0.0,0.0,0.0
quantityin	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,0.0,0.0,0.0,1.472971E-4
quantitiesx	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
quantitieswith	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
quantitiesof	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
quantitiesmeasured	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,1.0697475E-4,0.0,0.0,0.0
quantitiesg	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,0.0,0.0,0.0,1.472971E-4
quantitiesfrom	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
quantitiesdescribing	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,0.0,9.643201E-5,0.0,0.0
quantitiesare	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
quantities.for	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
quantisation	1	1	1.7763252E-5	6.0	2.4494898	1.7307026E-4,0.0,0.0,0.0,0.0,0.0
quantified	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
qralgorithm	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,0.0,0.0,3.0807147E-4,0.0
q2	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,0.0,0.0,0.0,1.472971E-4
pðncxþ	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,0.0,9.643201E-5,0.0,0.0
pw	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
puzak	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
putsit	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
putng	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
puting	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
pushes	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
pushed	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,1.0697475E-4,0.0,0.0,0.0
publishers	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
ptk	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,0.0,9.643201E-5,0.0,0.0
ptb	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
pt	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,0.0,9.643201E-5,0.0,0.0
psmpcl	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,1.0697475E-4,0.0,0.0,0.0
psmpand	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,1.0697475E-4,0.0,0.0,0.0
pry	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,0.0,0.0,0.0,1.472971E-4
providelittle	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,0.0,9.643201E-5,0.0,0.0
proven	1	1	1.7763252E-5	6.0	2.4494898	1.7307026E-4,0.0,0.0,0.0,0.0,0.0
proprocessors	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,0.0,0.0,0.0,1.472971E-4
propositions	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,0.0,9.643201E-5,0.0,0.0
propertiesof	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
propagation	1	1	1.7763252E-5	6.0	2.4494898	1.7307026E-4,0.0,0.0,0.0,0.0,0.0
prop	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,0.0,9.643201E-5,0.0,0.0
prominent	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,0.0,9.643201E-5,0.0,0.0
projectionis	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,1.0697475E-4,0.0,0.0,0.0
projected	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,1.0697475E-4,0.0,0.0,0.0
progressively	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,0.0,0.0,0.0,1.472971E-4
progressing	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
program’stime	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,1.0697475E-4,0.0,0.0,0.0
programsand	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
programmers	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,0.0,0.0,0.0,1.472971E-4
program.for	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
profiles	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
professional	1	1	1.7763252E-5	6.0	2.4494898	1.7307026E-4,0.0,0.0,0.0,0.0,0.0
products.the	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,1.0697475E-4,0.0,0.0,0.0
producesformulas	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,0.0,0.0,0.0,1.472971E-4
processor’s	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
processorsp	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,0.0,0.0,3.0807147E-4,0.0
processorsare	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,0.0,0.0,0.0,1.472971E-4
processorsand	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,0.0,0.0,0.0,1.472971E-4
processors.it	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,1.0697475E-4,0.0,0.0,0.0
processoron	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,0.0,9.643201E-5,0.0,0.0
processorefficiency	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,1.0697475E-4,0.0,0.0,0.0
processordecreases	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,1.0697475E-4,0.0,0.0,0.0
processordecompositions	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,0.0,0.0,0.0,1.472971E-4
processordecomposition	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,0.0,0.0,0.0,1.472971E-4
